team,season,adj_off_eff,adj_def_eff,adj_tempo,adj_em,efficiency_differential,seed
Texas Southern,2012,92.2663,101.172,64.6072,-8.90532,-8.905699999999996,
Troy,2012,104.867,113.784,66.4198,-8.91723,-8.917000000000002,
Chattanooga,2012,97.4745,106.489,66.6325,-9.01435,-9.014499999999998,
Fordham,2012,94.4735,103.743,65.7182,-9.26917,-9.269499999999994,
IPFW,2012,98.1273,107.518,67.6994,-9.39047,-9.390699999999995,
Gardner Webb,2012,95.0086,104.402,63.1693,-9.39354,-9.3934,
San Jose St.,2012,99.9396,109.495,63.2789,-9.55539,-9.555400000000006,
Maine,2012,96.4678,106.054,66.1592,-9.58657,-9.586200000000005,
Coppin St.,2012,106.295,115.915,67.6292,-9.62017,-9.620000000000005,
VMI,2012,101.922,111.666,71.9346,-9.74355,-9.744,
UC Riverside,2012,90.2987,100.299,61.8843,-10.0007,-10.00030000000001,
Pacific,2012,97.5932,107.704,60.9201,-10.111,-10.110799999999998,
Santa Clara,2012,103.245,113.362,64.572,-10.1174,-10.11699999999999,
UNC Greensboro,2012,97.3034,107.524,70.4743,-10.2202,-10.220600000000005,
Sam Houston St.,2012,89.6413,99.9313,61.7532,-10.29,-10.289999999999992,
South Dakota,2012,98.9022,109.209,67.3076,-10.3066,-10.30680000000001,
Illinois Chicago,2012,97.6231,107.999,63.6381,-10.376,-10.375900000000001,
UMKC,2012,99.5889,109.986,62.0693,-10.3974,-10.397100000000009,
Portland,2012,98.9386,109.391,65.6569,-10.4521,-10.452400000000011,
Samford,2012,101.873,112.415,60.9237,-10.5414,-10.542000000000002,
Pepperdine,2012,94.1947,104.817,60.1335,-10.6218,-10.622299999999996,
Hampton,2012,91.724,102.413,66.3436,-10.689,-10.688999999999993,
Loyola Chicago,2012,95.0137,105.775,58.7377,-10.7615,-10.761300000000006,
Liberty,2012,100.184,111.175,63.5871,-10.9914,-10.991,
Montana St.,2012,97.2344,108.813,65.4939,-11.579,-11.578600000000009,
Monmouth,2012,96.5306,108.136,67.3409,-11.6059,-11.605399999999989,
Sacramento St.,2012,98.0506,109.859,64.0959,-11.808,-11.808399999999992,
New Hampshire,2012,90.4079,102.758,63.7132,-12.3504,-12.350099999999998,
Mount St. Mary's,2012,92.8873,105.381,61.9445,-12.4937,-12.493700000000004,
William & Mary,2012,97.7386,110.4,61.6584,-12.6618,-12.6614,
Dartmouth,2012,91.022,103.898,61.9403,-12.8759,-12.87599999999999,
Eastern Illinois,2012,97.3108,110.23,62.3774,-12.9194,-12.919200000000004,
Army,2012,93.3844,106.393,67.4895,-13.0089,-13.008600000000001,
Southeastern Louisiana,2012,86.4249,99.4842,62.3051,-13.0593,-13.059300000000007,
North Carolina A&T,2012,93.7132,106.951,67.4055,-13.2375,-13.237799999999993,
NJIT,2012,96.289,109.578,63.5023,-13.2894,-13.289000000000001,
Idaho St.,2012,96.9914,110.593,64.3227,-13.6017,-13.601600000000005,
Cal St. Northridge,2012,98.0196,111.755,67.1355,-13.7354,-13.735399999999998,
Utah,2012,92.7528,107.097,60.2433,-14.3439,-14.3442,
Texas A&M Corpus Christi,2012,89.7385,104.38,64.1557,-14.6419,-14.641499999999994,
SIU Edwardsville,2012,95.1818,110.13,66.9763,-14.948,-14.9482,
Hartford,2012,90.893,105.861,63.4286,-14.9684,-14.968000000000004,
Howard,2012,90.6493,105.879,64.6935,-15.2298,-15.229700000000008,
St. Francis PA,2012,94.7689,110.392,62.2769,-15.6228,-15.623099999999994,
Louisiana Monroe,2012,96.7671,112.44,62.7885,-15.6729,-15.672899999999998,
Brown,2012,95.0803,110.785,63.4044,-15.7044,-15.704700000000003,
Texas Pan American,2012,92.4991,108.724,63.1394,-16.225,-16.224900000000005,
Southern,2012,89.7019,106.347,62.7573,-16.6448,-16.6451,
Alabama St.,2012,87.6283,104.409,62.8437,-16.781,-16.78070000000001,
Radford,2012,89.8562,106.717,63.2993,-16.8606,-16.860799999999998,
St. Peter's,2012,89.1096,106.414,62.6944,-17.304,-17.3044,
Florida A&M,2012,93.062,110.488,67.2104,-17.426,-17.426000000000002,
Houston Baptist,2012,92.8287,110.354,69.5405,-17.525,-17.5253,
Kennesaw St.,2012,97.0075,114.537,61.3619,-17.5294,-17.529500000000013,
Central Arkansas,2012,93.0372,110.583,70.9239,-17.5456,-17.5458,
Arkansas Pine Bluff,2012,93.1871,111.065,64.5536,-17.8782,-17.877899999999997,
Nicholls St.,2012,100.723,118.721,64.1102,-17.9981,-17.998000000000005,
Prairie View A&M,2012,85.3128,103.318,69.3156,-18.0051,-18.005200000000002,
The Citadel,2012,92.4369,110.445,62.6503,-18.0081,-18.0081,
Colgate,2012,97.2659,115.642,64.0407,-18.3759,-18.376099999999994,
Maryland Eastern Shore,2012,86.8142,105.535,66.2812,-18.721,-18.720799999999997,
UC Davis,2012,94.3675,113.143,64.1113,-18.7754,-18.775499999999994,
Canisius,2012,94.5097,113.301,64.5005,-18.791,-18.791300000000007,
Navy,2012,91.0196,110.372,58.9266,-19.352,-19.352400000000003,
Northern Illinois,2012,90.0988,109.546,61.3761,-19.4472,-19.44720000000001,
Alcorn St.,2012,88.0774,108.172,66.8581,-20.0947,-20.0946,
Jackson St.,2012,88.0979,108.51,59.9944,-20.4126,-20.41210000000001,
Nebraska Omaha,2012,96.8203,117.24,69.717,-20.4201,-20.41969999999999,
Chicago St.,2012,88.4206,109.324,68.564,-20.9036,-20.903400000000005,
Tennessee Martin,2012,93.847,114.909,64.4145,-21.0622,-21.062000000000012,
Alabama A&M,2012,89.7658,111.109,66.0913,-21.3437,-21.343199999999996,
Fairleigh Dickinson,2012,87.2477,108.823,65.8174,-21.5755,-21.5753,
Northern Arizona,2012,89.7437,112.279,63.8973,-22.5354,-22.535299999999992,
Bryant,2012,93.6072,116.244,63.8449,-22.6372,-22.636799999999994,
Towson,2012,86.9939,109.663,60.787,-22.6688,-22.6691,
Longwood,2012,99.3671,122.418,68.411,-23.0508,-23.050900000000013,
UMBC,2012,90.9223,114.559,67.2405,-23.6366,-23.63669999999999,
South Carolina St.,2012,92.0567,116.7,67.8501,-24.6428,-24.643299999999996,
Binghamton,2012,86.2052,112.461,63.8762,-26.2555,-26.255799999999994,
Grambling St.,2012,84.9505,115.178,63.5931,-30.2271,-30.227499999999992,
Air Force,2013,112.884,104.44,62.5525,8.44339,8.444000000000003,
Akron,2013,107.801,94.0583,64.6243,13.7427,13.7427,12.0
Alabama,2013,104.11,93.3046,59.7128,10.8058,10.805400000000006,
Alabama A&M,2013,90.5796,111.498,64.2054,-20.9186,-20.918400000000005,
Alabama St.,2013,92.2111,112.052,64.0774,-19.8407,-19.840900000000005,
Albany,2013,102.346,101.191,61.1481,1.15535,1.1550000000000011,15.0
Alcorn St.,2013,85.0248,102.166,65.9162,-17.1413,-17.141199999999998,
American,2013,97.9437,108.373,57.7735,-10.4295,-10.429299999999998,
Appalachian St.,2013,99.1538,108.194,65.7496,-9.03967,-9.040199999999999,
Arizona,2013,114.263,93.7326,64.9417,20.5305,20.5304,6.0
Arizona St.,2013,107.442,97.8863,63.6642,9.55609,9.555699999999987,
Arkansas,2013,106.458,97.1527,68.8821,9.30544,9.305300000000003,
Arkansas Little Rock,2013,97.5432,102.244,65.67,-4.70131,-4.700800000000001,
Arkansas Pine Bluff,2013,92.3278,103.619,65.8216,-11.2914,-11.291200000000003,
Arkansas St.,2013,98.7358,96.945,63.5159,1.79084,1.7908000000000044,
Army,2013,105.26,104.506,66.0861,0.753956,0.7540000000000049,
Auburn,2013,98.6381,101.419,64.8133,-2.78102,-2.7809000000000026,
Austin Peay,2013,98.644,113.007,66.8251,-14.3633,-14.363,
Ball St.,2013,99.3517,106.979,64.2577,-7.62735,-7.627300000000005,
Baylor,2013,112.747,96.816,65.235,15.9309,15.930999999999997,
Belmont,2013,111.598,95.8476,65.3017,15.7507,15.750399999999999,11.0
Bethune Cookman,2013,97.8845,107.783,64.3826,-9.89815,-9.898499999999999,
Binghamton,2013,86.1058,110.185,64.4322,-24.0794,-24.0792,
Boise St.,2013,113.2,98.0999,64.2697,15.1001,15.100099999999998,13.0
Boston College,2013,109.874,103.836,61.9464,6.0385,6.037999999999997,
Boston University,2013,105.483,103.174,63.5027,2.30849,2.3089999999999975,
Bowling Green,2013,96.9269,100.486,62.115,-3.5592,-3.559100000000001,
Bradley,2013,102.835,102.582,64.4788,0.25308,0.2530000000000001,
Brown,2013,95.6757,101.589,62.5681,-5.91285,-5.9132999999999925,
Bryant,2013,109.728,109.993,64.0387,-0.264732,-0.26500000000000057,
Bucknell,2013,107.882,94.4384,60.9891,13.4434,13.443600000000004,11.0
Buffalo,2013,103.442,104.471,63.2975,-1.02808,-1.0290000000000106,
Butler,2013,110.071,95.2626,62.5561,14.8086,14.808399999999992,6.0
BYU,2013,108.501,97.3038,68.9935,11.1969,11.19720000000001,
Cal Poly,2013,107.449,103.997,57.627,3.45213,3.451999999999998,
Cal St. Bakersfield,2013,98.2683,104.49,63.7481,-6.2218,-6.2216999999999985,
Cal St. Fullerton,2013,107.571,109.75,67.7165,-2.17913,-2.179000000000002,
Cal St. Northridge,2013,104.376,108.182,68.5884,-3.80603,-3.8059999999999974,
California,2013,107.434,94.7044,63.887,12.7298,12.72959999999999,12.0
Campbell,2013,97.5349,110.841,64.065,-13.3061,-13.3061,
Canisius,2013,111.153,106.224,64.1136,4.92884,4.929000000000002,
Central Arkansas,2013,100.224,112.923,70.4754,-12.6995,-12.698999999999998,
Central Connecticut,2013,101.644,109.777,68.1197,-8.13255,-8.132999999999996,
Central Michigan,2013,105.006,112.345,63.5715,-7.33878,-7.338999999999999,
Charleston Southern,2013,101.686,103.055,65.7695,-1.3698,-1.3689999999999998,
Charlotte,2013,100.838,97.1503,65.665,3.6875,3.6876999999999924,
Chattanooga,2013,97.5108,111.725,65.5551,-14.2144,-14.214199999999991,
Chicago St.,2013,90.5069,103.153,64.5575,-12.6457,-12.646100000000004,
Cincinnati,2013,105.794,90.2087,62.2632,15.5856,15.585300000000004,10.0
Clemson,2013,101.191,95.8005,60.2685,5.39051,5.390500000000003,
Cleveland St.,2013,99.71,107.834,62.9267,-8.12396,-8.12400000000001,
Coastal Carolina,2013,97.7113,103.573,63.064,-5.86135,-5.861699999999999,
Colgate,2013,97.4406,107.059,64.9454,-9.6182,-9.618399999999994,
College of Charleston,2013,101.339,100.218,62.5016,1.12116,1.1209999999999951,
Colorado,2013,107.269,92.4737,63.0028,14.7956,14.795300000000012,10.0
Colorado St.,2013,118.136,97.9562,62.9945,20.1795,20.1798,8.0
Columbia,2013,100.918,103.264,59.5891,-2.34546,-2.3459999999999894,
Connecticut,2013,109.815,95.7964,63.1525,14.0184,14.018599999999992,
Coppin St.,2013,93.0328,107.702,66.1912,-14.6695,-14.669200000000004,
Cornell,2013,99.713,108.399,65.4282,-8.6861,-8.686000000000007,
Creighton,2013,119.389,97.1644,63.0944,22.2247,22.224599999999995,7.0
Dartmouth,2013,96.3169,106.617,62.3983,-10.3003,-10.3001,
Davidson,2013,112.441,101.27,63.2755,11.1711,11.171000000000006,14.0
Dayton,2013,112.4,101.263,64.015,11.137,11.137,
Delaware,2013,104.218,104.29,65.1953,-0.072017,-0.07200000000000273,
Delaware St.,2013,96.5398,108.117,59.135,-11.5774,-11.577200000000005,
Denver,2013,111.061,95.6595,56.6586,15.4011,15.401500000000013,
DePaul,2013,105.272,105.746,70.0497,-0.473599,-0.47399999999998954,
Detroit,2013,113.984,103.711,68.3343,10.2722,10.272999999999996,
Drake,2013,107.016,102.58,66.8131,4.43688,4.436000000000007,
Drexel,2013,101.811,101.899,59.799,-0.0888553,-0.08799999999999386,
Duke,2013,119.646,92.9223,66.0764,26.724,26.723699999999994,2.0
Duquesne,2013,100.517,107.374,67.193,-6.85715,-6.856999999999999,
East Carolina,2013,107.347,106.519,66.9148,0.828096,0.8279999999999887,
East Tennessee St.,2013,94.5604,111.013,62.6743,-16.4523,-16.452600000000004,
Eastern Illinois,2013,100.089,110.131,57.9087,-10.0424,-10.042000000000002,
Eastern Kentucky,2013,110.949,105.355,62.5291,5.59353,5.593999999999994,
Eastern Michigan,2013,92.9026,98.6747,58.3423,-5.7721,-5.772099999999995,
Eastern Washington,2013,96.8526,110.036,66.2044,-13.1838,-13.183400000000006,
Elon,2013,99.9333,103.226,63.8497,-3.29288,-3.2926999999999964,
Evansville,2013,105.776,97.2191,63.4373,8.55687,8.556899999999999,
Fairfield,2013,97.5024,96.4559,59.565,1.04652,1.0464999999999947,
Fairleigh Dickinson,2013,93.941,114.345,65.3879,-20.4044,-20.403999999999996,
FIU,2013,101.451,102.946,67.1053,-1.49482,-1.4950000000000045,
Florida,2013,118.162,86.1792,60.6898,31.9831,31.98280000000001,3.0
Florida A&M,2013,89.3768,107.963,66.7688,-18.5857,-18.58619999999999,
Florida Atlantic,2013,99.3915,105.499,63.1766,-6.10758,-6.107500000000002,
Florida Gulf Coast,2013,103.304,99.9512,66.6594,3.35293,3.352800000000002,15.0
Florida St.,2013,106.966,102.182,63.6794,4.78414,4.783999999999992,
Fordham,2013,99.9057,107.793,66.5645,-7.88716,-7.88730000000001,
Fresno St.,2013,100.477,93.809,59.8684,6.66757,6.668000000000006,
Furman,2013,91.6801,115.078,62.9488,-23.3981,-23.397900000000007,
Gardner Webb,2013,98.633,100.189,60.2167,-1.55602,-1.5559999999999974,
George Mason,2013,103.245,100.752,64.2316,2.49357,2.493000000000009,
George Washington,2013,100.372,95.1166,65.7949,5.25512,5.2553999999999945,
Georgetown,2013,107.747,85.5846,59.9536,22.1624,22.162400000000005,2.0
Georgia,2013,101.799,96.42,60.2265,5.37875,5.379000000000005,
Georgia Southern,2013,95.7129,107.044,60.1925,-11.331,-11.331099999999992,
Georgia St.,2013,105.515,107.099,61.8372,-1.58419,-1.5840000000000032,
Georgia Tech,2013,99.7456,93.3634,64.4381,6.38221,6.382199999999997,
Gonzaga,2013,120.831,91.8845,62.4727,28.9467,28.9465,1.0
Grambling St.,2013,75.8303,122.099,61.8344,-46.2684,-46.26870000000001,
Green Bay,2013,104.646,100.115,61.5963,4.53063,4.531000000000006,
Hampton,2013,88.8812,99.3134,67.9353,-10.4321,-10.432199999999995,
Hartford,2013,93.972,98.6713,61.8037,-4.69926,-4.699300000000008,
Harvard,2013,108.139,101.233,62.4831,6.90592,6.905999999999992,14.0
Hawaii,2013,103.479,106.352,67.2603,-2.87356,-2.8730000000000047,
High Point,2013,99.9281,104.419,63.4635,-4.49125,-4.490899999999996,
Hofstra,2013,89.3796,102.948,62.5879,-13.5688,-13.568399999999997,
Holy Cross,2013,98.9415,105.338,60.7265,-6.3967,-6.396499999999989,
Houston,2013,107.834,109.105,68.183,-1.27195,-1.2710000000000008,
Houston Baptist,2013,87.7229,105.228,66.6073,-17.5051,-17.5051,
Howard,2013,83.9236,102.543,60.3669,-18.6195,-18.619400000000013,
Idaho,2013,110.042,112.455,61.3596,-2.41308,-2.4129999999999967,
Idaho St.,2013,91.6538,108.106,58.436,-16.4524,-16.45219999999999,
Illinois,2013,110.496,95.3564,64.2338,15.1395,15.139600000000002,7.0
Illinois Chicago,2013,98.8392,99.5776,61.9967,-0.738421,-0.7383999999999986,
Illinois St.,2013,109.624,98.3643,68.2228,11.2602,11.259699999999995,
Indiana,2013,122.482,92.5582,65.7072,29.9242,29.9238,1.0
Indiana St.,2013,103.27,95.7186,63.3959,7.55166,7.551400000000001,
Iona,2013,114.644,106.791,68.6813,7.85234,7.853000000000009,15.0
Iowa,2013,108.7,91.9975,65.6903,16.7028,16.7025,
Iowa St.,2013,116.863,100.569,67.5365,16.2941,16.293999999999997,10.0
IPFW,2013,98.2551,105.218,64.1035,-6.96274,-6.962900000000005,
IUPUI,2013,97.7312,117.855,63.5443,-20.1234,-20.123800000000003,
Jackson St.,2013,93.7163,108.806,66.7377,-15.0895,-15.089699999999993,
Jacksonville,2013,95.3953,108.141,66.9518,-12.7455,-12.7457,
Jacksonville St.,2013,102.6,105.929,60.1266,-3.32948,-3.3290000000000077,
James Madison,2013,99.5556,101.23,62.5026,-1.67462,-1.6744000000000057,16.0
Kansas,2013,113.253,87.8314,65.5441,25.4211,25.421599999999998,1.0
Kansas St.,2013,113.291,95.0325,60.9899,18.2582,18.258499999999998,4.0
Kennesaw St.,2013,91.3939,112.685,62.3659,-21.2908,-21.2911,
Kent St.,2013,108.123,102.522,64.5896,5.60111,5.600999999999999,
Kentucky,2013,111.423,97.7707,65.1251,13.6524,13.652299999999997,
La Salle,2013,110.546,97.2446,64.3651,13.3018,13.301400000000001,13.0
Lafayette,2013,105.943,106.038,63.7411,-0.0944718,-0.09499999999999886,
Lamar,2013,85.6866,111.194,68.2883,-25.5074,-25.507400000000004,
Lehigh,2013,108.506,101.292,65.1649,7.21428,7.213999999999999,
Liberty,2013,100.529,110.044,63.8178,-9.51521,-9.515,16.0
Lipscomb,2013,97.6605,110.511,68.6365,-12.8503,-12.850499999999997,
LIU Brooklyn,2013,111.069,112.442,66.723,-1.37364,-1.3729999999999905,16.0
Long Beach St.,2013,106.177,104.019,64.8737,2.15802,2.1580000000000013,
Longwood,2013,94.464,116.184,68.5066,-21.7204,-21.72,
Louisiana Lafayette,2013,100.587,106.241,67.8458,-5.65466,-5.653999999999996,
Louisiana Monroe,2013,92.2983,110.338,64.2882,-18.0398,-18.039699999999996,
Louisiana Tech,2013,102.105,93.7604,68.1754,8.34506,8.3446,
Louisville,2013,114.313,83.1717,65.2907,31.1411,31.1413,1.0
Loyola Chicago,2013,103.112,102.788,61.1652,0.323971,0.32399999999999807,
Loyola Marymount,2013,98.239,101.803,62.8204,-3.56424,-3.563999999999993,
Loyola MD,2013,105.02,101.098,61.8299,3.92182,3.921999999999997,
LSU,2013,105.55,98.9412,67.053,6.60905,6.608800000000002,
Maine,2013,97.1284,106.012,67.068,-8.88389,-8.883600000000001,
Manhattan,2013,95.1668,94.2512,60.0061,0.915572,0.9155999999999977,
Marist,2013,98.6974,105.249,66.0998,-6.5514,-6.551599999999993,
Marquette,2013,113.994,95.3386,62.8067,18.6549,18.6554,3.0
Marshall,2013,102.043,106.544,65.6463,-4.50037,-4.500999999999991,
Maryland,2013,106.829,93.489,65.4711,13.3397,13.33999999999999,
Maryland Eastern Shore,2013,86.4244,111.257,61.8947,-24.8329,-24.8326,
Massachusetts,2013,107.996,99.5552,68.9314,8.44108,8.440799999999996,
McNeese St.,2013,95.7519,108.135,62.204,-12.3831,-12.383099999999999,
Memphis,2013,108.62,91.9204,67.7883,16.6993,16.699600000000004,6.0
Mercer,2013,102.278,99.5887,60.4796,2.68943,2.689300000000003,
Miami FL,2013,113.044,90.7587,61.2753,22.2852,22.285299999999992,2.0
Miami OH,2013,98.7283,105.418,63.4205,-6.69001,-6.689700000000002,
Michigan,2013,120.868,95.8775,62.8699,24.9907,24.990499999999997,4.0
Michigan St.,2013,112.662,89.423,62.5852,23.2393,23.239000000000004,3.0
Middle Tennessee,2013,107.517,91.9796,62.9037,15.5372,15.537399999999991,11.0
Milwaukee,2013,95.2815,108.404,63.9824,-13.1224,-13.122500000000002,
Minnesota,2013,113.792,94.6477,61.1328,19.1442,19.1443,11.0
Mississippi,2013,112.338,95.8159,68.7636,16.5223,16.522099999999995,12.0
Mississippi St.,2013,91.6785,99.5878,66.1036,-7.90935,-7.909300000000002,
Mississippi Valley St.,2013,89.8708,112.057,68.5978,-22.1861,-22.1862,
Missouri,2013,115.006,95.7839,65.5079,19.2225,19.222099999999998,9.0
Missouri St.,2013,100.933,104.933,58.9779,-4.00059,-4.0,
Monmouth,2013,91.5751,105.402,67.7441,-13.8266,-13.826899999999995,
Montana,2013,105.569,102.857,61.796,2.71159,2.7120000000000033,13.0
Montana St.,2013,100.229,113.835,63.9037,-13.6061,-13.605999999999995,
Morehead St.,2013,99.6045,104.414,67.5075,-4.8096,-4.8095,
Morgan St.,2013,99.3284,102.654,65.2743,-3.32588,-3.3255999999999943,
Mount St. Mary's,2013,102.42,106.033,65.2424,-3.61334,-3.6129999999999995,
Murray St.,2013,105.604,102.088,64.2503,3.51667,3.5160000000000053,
Navy,2013,89.8846,105.039,58.7425,-15.1544,-15.154399999999995,
Nebraska,2013,101.877,99.1855,59.8435,2.69188,2.6914999999999907,
Nebraska Omaha,2013,101.86,118.019,70.2254,-16.1594,-16.159000000000006,
Nevada,2013,105.574,104.816,64.8988,0.75831,0.7579999999999956,
New Hampshire,2013,92.6065,102.012,62.0904,-9.40592,-9.405500000000004,
New Mexico,2013,110.537,89.8302,63.1277,20.7068,20.7068,3.0
New Mexico St.,2013,105.566,96.7219,63.1987,8.84441,8.844099999999997,13.0
New Orleans,2013,88.0118,113.087,68.5918,-25.0747,-25.07520000000001,
Niagara,2013,106.799,103.647,66.9812,3.15202,3.152000000000001,
Nicholls St.,2013,98.5087,110.778,65.3466,-12.269,-12.269300000000001,
NJIT,2013,94.5895,103.397,65.2677,-8.80732,-8.807500000000005,
Norfolk St.,2013,96.2476,101.022,66.0946,-4.7744,-4.7744,
North Carolina,2013,112.478,95.3146,68.7962,17.1634,17.163399999999996,8.0
North Carolina A&T,2013,92.5828,97.9108,64.8071,-5.32804,-5.327999999999989,16.0
North Carolina Central,2013,99.1108,98.9571,62.0396,0.153743,0.15370000000000061,
North Carolina St.,2013,116.772,99.3673,66.1873,17.4046,17.404700000000005,8.0
North Dakota,2013,96.7846,105.119,65.3641,-8.33404,-8.334400000000002,
North Dakota St.,2013,105.332,94.9419,58.951,10.3897,10.39009999999999,
North Florida,2013,100.515,108.776,64.116,-8.26114,-8.260999999999996,
North Texas,2013,97.2251,105.427,64.5957,-8.20193,-8.201900000000009,
Northeastern,2013,106.863,107.389,61.9445,-0.525906,-0.5259999999999962,
Northern Arizona,2013,96.6262,109.34,67.3806,-12.7138,-12.713800000000006,
Northern Colorado,2013,102.581,109.804,65.7967,-7.22291,-7.222999999999999,
Northern Illinois,2013,85.6515,102.124,60.3105,-16.4723,-16.472499999999997,
Northern Iowa,2013,106.335,95.1984,60.5972,11.1361,11.136599999999987,
Northern Kentucky,2013,97.087,105.051,57.4285,-7.9643,-7.963999999999999,
Northwestern,2013,104.234,101.452,59.3389,2.7821,2.7819999999999965,
Northwestern St.,2013,106.886,103.699,71.4118,3.18756,3.1869999999999976,14.0
Notre Dame,2013,115.515,98.0769,59.569,17.4382,17.438100000000006,7.0
Oakland,2013,107.192,109.69,67.0679,-2.49835,-2.4980000000000047,
Ohio,2013,106.733,97.407,65.8023,9.32637,9.326000000000008,
Ohio St.,2013,114.487,89.3191,62.2577,25.1682,25.16789999999999,2.0
Oklahoma,2013,111.409,97.0916,64.6503,14.3172,14.317400000000006,10.0
Oklahoma St.,2013,109.664,90.2456,65.3529,19.4182,19.418400000000005,5.0
Old Dominion,2013,98.4178,109.069,64.6054,-10.6516,-10.651200000000003,
Oral Roberts,2013,105.879,104.88,63.1621,0.998576,0.9990000000000094,
Oregon,2013,105.529,90.6673,67.0931,14.8613,14.861699999999999,12.0
Oregon St.,2013,109.172,102.592,66.3874,6.57989,6.579999999999998,
Pacific,2013,106.871,101.331,61.5719,5.53976,5.539999999999992,15.0
Penn,2013,94.8118,102.603,65.9883,-7.79088,-7.791199999999989,
Penn St.,2013,101.791,101.585,63.3089,0.205806,0.20600000000000307,
Pepperdine,2013,98.7846,103.678,61.5288,-4.89343,-4.8934,
Pittsburgh,2013,116.301,91.1994,58.1464,25.1014,25.101600000000005,8.0
Portland,2013,95.1922,103.52,63.0297,-8.32809,-8.327799999999996,
Portland St.,2013,103.248,117.007,63.0433,-13.7585,-13.759,
Prairie View A&M,2013,87.7367,105.244,65.3522,-17.5073,-17.5073,
Presbyterian,2013,94.7043,117.692,60.2563,-22.9873,-22.98769999999999,
Princeton,2013,108.601,100.609,58.6612,7.9922,7.992000000000004,
Providence,2013,106.916,96.1182,64.1586,10.7979,10.797799999999995,
Purdue,2013,105.626,95.5352,64.2234,10.0904,10.090800000000002,
Quinnipiac,2013,102.244,105.69,64.5902,-3.44598,-3.445999999999998,
Radford,2013,91.2271,104.03,65.4295,-12.8026,-12.802900000000008,
Rhode Island,2013,100.317,102.675,60.8805,-2.35767,-2.358000000000004,
Rice,2013,95.7508,113.334,60.8047,-17.5833,-17.583200000000005,
Richmond,2013,110.483,102.448,61.4135,8.03565,8.03500000000001,
Rider,2013,98.9501,98.2743,63.901,0.675801,0.6758000000000095,
Robert Morris,2013,104.705,102.7,62.8929,2.00508,2.0049999999999955,
Rutgers,2013,107.33,101.238,62.439,6.09171,6.091999999999999,
Sacramento St.,2013,96.8234,107.862,60.4666,-11.0386,-11.038599999999988,
Sacred Heart,2013,101.44,111.024,66.1972,-9.58371,-9.584000000000003,
St. Joseph's,2013,108.976,99.2626,60.9812,9.71346,9.713399999999993,
Saint Louis,2013,108.951,88.6822,63.0796,20.269,20.2688,4.0
St. Mary's,2013,116.686,97.7603,62.7285,18.9259,18.925700000000006,11.0
St. Peter's,2013,92.7487,103.764,62.0583,-11.0154,-11.015299999999996,
Sam Houston St.,2013,93.8125,99.3916,60.7658,-5.5791,-5.579099999999997,
Samford,2013,97.8195,110.342,58.0553,-12.5228,-12.522499999999994,
San Diego,2013,102.585,102.961,61.7995,-0.376877,-0.3760000000000048,
San Diego St.,2013,107.707,89.1276,64.8362,18.5799,18.579399999999993,7.0
San Francisco,2013,106.932,103.938,64.91,2.99326,2.9939999999999998,
San Jose St.,2013,90.7446,103.95,65.1016,-13.2053,-13.205399999999997,
Santa Clara,2013,109.935,101.127,65.2621,8.80734,8.808000000000007,
Savannah St.,2013,87.6284,91.7698,61.1534,-4.14145,-4.141400000000004,
Seattle,2013,94.1476,99.3963,67.4993,-5.24875,-5.2486999999999995,
Seton Hall,2013,104.056,99.2339,62.8438,4.82229,4.822099999999992,
Siena,2013,95.2301,107.948,61.9303,-12.7179,-12.7179,
SIU Edwardsville,2013,93.0146,106.562,64.2279,-13.5477,-13.547399999999996,
SMU,2013,100.576,101.939,61.7167,-1.36322,-1.3629999999999995,
South Alabama,2013,98.7508,100.814,66.1895,-2.06358,-2.063199999999995,
South Carolina,2013,101.643,105.137,64.4222,-3.49401,-3.4939999999999998,
South Carolina St.,2013,91.6433,113.886,63.2414,-22.2428,-22.2427,
South Dakota,2013,105.456,112.985,65.1148,-7.52898,-7.528999999999996,
South Dakota St.,2013,112.586,105.42,61.9938,7.16609,7.165999999999997,13.0
South Florida,2013,102.174,99.651,58.0554,2.52322,2.5230000000000103,
Southeast Missouri St.,2013,103.844,108.568,66.3336,-4.7234,-4.724000000000004,
Southeastern Louisiana,2013,93.8335,105.421,64.2611,-11.5871,-11.587500000000006,
Southern,2013,99.0012,99.294,62.7873,-0.292737,-0.2927999999999997,16.0
Southern Illinois,2013,102.602,103.385,60.9661,-0.783379,-0.7830000000000013,
Southern Miss,2013,111.078,97.9444,62.5266,13.1334,13.133600000000001,
Southern Utah,2013,91.9142,105.66,67.1533,-13.7458,-13.745800000000003,
St. Bonaventure,2013,109.668,105.134,64.3738,4.53371,4.534000000000006,
St. Francis NY,2013,103.0,107.749,64.442,-4.74984,-4.748999999999995,
St. Francis PA,2013,93.4479,112.612,61.4367,-19.1645,-19.16409999999999,
St. John's,2013,100.362,94.1037,65.5001,6.258,6.258299999999991,
Stanford,2013,110.323,95.4774,65.9439,14.8458,14.84559999999999,
Stephen F. Austin,2013,100.095,89.8205,58.8391,10.2743,10.274500000000003,
Stetson,2013,100.838,107.627,66.6286,-6.78923,-6.7890000000000015,
Stony Brook,2013,106.458,94.7034,62.0348,11.7542,11.754599999999996,
Syracuse,2013,114.546,91.9806,62.6287,22.5652,22.56540000000001,4.0
TCU,2013,93.147,102.648,58.7857,-9.50088,-9.50099999999999,
