season,team_a,team_b,team_a_seed,team_b_seed,score_a,score_b,winner
2021,Oral Roberts,Ohio St.,15,2,75,72,1
2021,Oregon St.,Tennessee,12,5,70,56,1
2021,Rutgers,Clemson,10,7,60,56,1
2021,Syracuse,San Diego St.,11,6,78,62,1
2021,Texas Tech,Utah St.,6,11,65,53,1
2021,Villanova,Winthrop,5,12,73,63,1
2021,West Virginia,Morehead St.,3,14,84,67,1
2021,Wisconsin,North Carolina,9,8,85,62,1
2021,Abilene Christian,Texas,14,3,53,52,1
2021,Alabama,Iona,2,15,68,55,1
2021,Colorado,Georgetown,5,12,96,73,1
2021,Creighton,UC Santa Barbara,5,12,63,62,1
2021,Florida St.,UNC Greensboro,4,13,64,54,1
2021,Gonzaga,Norfolk St.,1,16,98,55,1
2021,Iowa,Grand Canyon,2,15,86,74,1
2021,Kansas,Eastern Washington,3,14,93,84,1
2021,LSU,St. Bonaventure,8,9,76,61,1
2021,Maryland,Connecticut,10,7,63,54,1
2021,Michigan,Texas Southern,1,16,82,66,1
2021,Ohio,Virginia,13,4,62,58,1
2021,Oklahoma,Missouri,8,9,72,68,1
2021,UCLA,BYU,11,6,73,62,1
2021,USC,Drake,6,11,72,56,1
2021,Arkansas,Texas Tech,3,6,68,66,1
2021,Baylor,Wisconsin,1,9,76,63,1
2021,Houston,Rutgers,2,10,63,60,1
2021,Loyola Chicago,Illinois,8,1,71,58,1
2021,Oral Roberts,Florida,15,7,81,78,1
2021,Oregon St.,Oklahoma St.,12,4,80,70,1
2021,Syracuse,West Virginia,11,3,75,72,1
2021,Villanova,North Texas,5,13,84,61,1
2021,Alabama,Maryland,2,10,96,77,1
2021,Creighton,Ohio,5,13,72,58,1
2021,Florida St.,Colorado,4,5,71,53,1
2021,Gonzaga,Oklahoma,1,8,87,71,1
2021,Michigan,LSU,1,8,86,78,1
2021,Oregon,Iowa,7,2,95,80,1
2021,UCLA,Abilene Christian,11,14,67,47,1
2021,USC,Kansas,6,3,85,51,1
2021,Arkansas,Oral Roberts,3,15,72,70,1
2021,Baylor,Villanova,1,5,62,51,1
2021,Houston,Syracuse,2,11,62,46,1
2021,Oregon St.,Loyola Chicago,12,8,65,58,1
2021,Gonzaga,Creighton,1,5,83,65,1
2021,Michigan,Florida St.,1,4,76,58,1
2021,UCLA,Alabama,11,2,88,78,1
2021,USC,Oregon,6,7,82,68,1
2021,Baylor,Arkansas,1,3,81,72,1
2021,Houston,Oregon St.,2,12,67,61,1
2021,Gonzaga,USC,1,6,85,66,1
2021,UCLA,Michigan,11,1,51,49,1
2021,Baylor,Houston,1,2,78,59,1
2021,Gonzaga,UCLA,1,11,93,90,1
2021,Baylor,Gonzaga,1,1,86,70,1
2022,Indiana,Wyoming,12,12,66,58,1
2022,Texas Southern,Texas A&M Corpus Christi,16,16,76,67,1
2022,Notre Dame,Rutgers,11,11,89,87,1
2022,Wright St.,Bryant,16,16,93,82,1
2022,Arkansas,Vermont,4,13,75,71,1
2022,Baylor,Norfolk St.,1,16,85,49,1
2022,Creighton,San Diego St.,9,8,72,69,1
2022,Gonzaga,Georgia St.,1,16,93,72,1
2022,Kansas,Texas Southern,1,16,83,56,1
2022,Memphis,Boise St.,9,8,64,53,1
2022,Michigan,Colorado St.,11,6,75,63,1
2022,Murray St.,San Francisco,7,10,92,87,1
2022,New Mexico St.,Connecticut,12,5,70,63,1
2022,North Carolina,Marquette,8,9,95,63,1
2022,Providence,South Dakota St.,4,13,66,57,1
2022,Richmond,Iowa,12,5,67,63,1
2022,St. Mary's,Indiana,5,12,82,53,1
2022,St. Peter's,Kentucky,15,2,85,79,1
2022,Tennessee,Longwood,3,14,88,56,1
2022,UCLA,Akron,4,13,57,53,1
2022,Arizona,Wright St.,1,16,87,70,1
2022,Auburn,Jacksonville St.,2,15,80,61,1
2022,Duke,Cal St. Fullerton,2,15,78,61,1
2022,Houston,UAB,5,12,82,68,1
2022,Illinois,Chattanooga,4,13,54,53,1
2022,Iowa St.,LSU,11,6,59,54,1
2022,Miami FL,USC,10,7,68,66,1
2022,Michigan St.,Davidson,7,10,74,73,1
2022,Notre Dame,Alabama,11,6,78,64,1
2022,Ohio St.,Loyola Chicago,7,10,54,41,1
2022,Purdue,Yale,3,14,78,56,1
2022,TCU,Seton Hall,9,8,69,42,1
2022,Texas,Virginia Tech,6,11,81,73,1
2022,Texas Tech,Montana St.,3,14,97,62,1
2022,Villanova,Delaware,2,15,80,60,1
2022,Wisconsin,Colgate,3,14,67,60,1
2022,Arkansas,New Mexico St.,4,12,53,48,1
2022,Gonzaga,Memphis,1,9,82,78,1
2022,Kansas,Creighton,1,9,79,72,1
2022,Michigan,Tennessee,11,3,76,68,1
2022,North Carolina,Baylor,8,1,93,86,1
2022,Providence,Richmond,4,12,79,51,1
2022,St. Peter's,Murray St.,15,7,70,60,1
2022,UCLA,St. Mary's,4,5,72,56,1
2022,Arizona,TCU,1,9,85,80,1
2022,Duke,Michigan St.,2,7,85,76,1
2022,Houston,Illinois,5,4,68,53,1
2022,Iowa St.,Wisconsin,11,3,54,49,1
2022,Miami FL,Auburn,10,2,79,61,1
2022,Purdue,Texas,3,6,81,71,1
2022,Texas Tech,Notre Dame,3,11,59,53,1
2022,Villanova,Ohio St.,2,7,71,61,1
2022,Arkansas,Gonzaga,4,1,74,68,1
2022,Duke,Texas Tech,2,3,78,73,1
2022,Houston,Arizona,5,1,72,60,1
2022,Villanova,Michigan,2,11,63,55,1
2022,Kansas,Providence,1,4,66,61,1
2022,Miami FL,Iowa St.,10,11,70,56,1
2022,North Carolina,UCLA,8,4,73,66,1
2022,St. Peter's,Purdue,15,3,67,64,1
2022,Duke,Arkansas,2,4,78,69,1
2022,Villanova,Houston,2,5,50,44,1
2022,Kansas,Miami FL,1,10,76,50,1
2022,North Carolina,St. Peter's,8,15,69,49,1
2022,Kansas,Villanova,1,2,81,65,1
2022,North Carolina,Duke,8,2,81,77,1
2022,Kansas,North Carolina,1,8,72,69,1
2023,Pittsburgh,Mississippi St.,11,11,60,59,1
2023,Texas A&M Corpus Christi,Southeast Missouri St.,16,16,75,71,1
2023,Arizona St.,Nevada,11,11,98,73,1
2023,Fairleigh Dickinson,Texas Southern,16,16,84,61,1
2023,Alabama,Texas A&M Corpus Christi,1,16,96,75,1
2023,Arkansas,Illinois,8,9,73,63,1
2023,Auburn,Iowa,9,8,83,75,1
2023,Duke,Oral Roberts,5,12,74,51,1
2023,Furman,Virginia,13,4,68,67,1
2023,Houston,Northern Kentucky,1,16,63,52,1
2023,Kansas,Howard,1,16,96,68,1
2023,Maryland,West Virginia,8,9,67,65,1
2023,Missouri,Utah St.,7,10,76,65,1
2023,Northwestern,Boise St.,7,10,75,67,1
2023,Penn St.,Texas A&M,10,7,76,59,1
2023,Princeton,Arizona,15,2,59,55,1
2023,San Diego St.,College of Charleston,5,12,63,57,1
2023,Tennessee,Louisiana,4,13,58,55,1
2023,Texas,Colgate,2,15,81,61,1
2023,UCLA,UNC Asheville,2,15,86,53,1
2023,Baylor,UC Santa Barbara,3,14,74,56,1
2023,Connecticut,Iona,4,13,87,63,1
2023,Creighton,NC State,6,11,72,63,1
2023,Fairleigh Dickinson,Purdue,16,1,63,58,1
2023,Florida Atlantic,Memphis,9,8,66,65,1
2023,Gonzaga,Grand Canyon,3,14,82,70,1
2023,Indiana,Kent,4,13,71,60,1
2023,Kansas St.,Montana St.,3,14,77,65,1
2023,Kentucky,Providence,6,11,61,53,1
2023,Marquette,Vermont,2,15,78,61,1
2023,Miami FL,Drake,5,12,63,56,1
2023,Michigan St.,USC,7,10,72,62,1
2023,Pittsburgh,Iowa St.,11,6,59,41,1
2023,St. Mary's,VCU,5,12,63,51,1
2023,TCU,Arizona St.,6,11,72,70,1
2023,Xavier,Kennesaw St.,3,14,72,67,1
2023,Alabama,Maryland,1,8,73,51,1
2023,Arkansas,Kansas,8,1,72,71,1
2023,Houston,Auburn,1,9,81,64,1
2023,Princeton,Missouri,15,7,78,63,1
2023,San Diego St.,Furman,5,13,75,52,1
2023,Tennessee,Duke,4,5,65,52,1
2023,Texas,Penn St.,2,10,71,66,1
2023,UCLA,Northwestern,2,7,68,63,1
2023,Connecticut,St. Mary's,4,5,70,55,1
2023,Creighton,Baylor,6,3,85,76,1
2023,Florida Atlantic,Fairleigh Dickinson,9,16,78,70,1
2023,Gonzaga,TCU,3,6,84,81,1
2023,Kansas St.,Kentucky,3,6,75,69,1
2023,Miami FL,Indiana,5,4,85,69,1
2023,Michigan St.,Marquette,7,2,69,60,1
2023,Xavier,Pittsburgh,3,11,84,73,1
2023,Connecticut,Arkansas,4,8,88,65,1
2023,Florida Atlantic,Tennessee,9,4,62,55,1
2023,Gonzaga,UCLA,3,2,79,76,1
2023,Kansas St.,Michigan St.,3,7,98,93,1
2023,Creighton,Princeton,6,15,86,75,1
2023,Miami FL,Houston,5,1,89,75,1
2023,San Diego St.,Alabama,5,1,71,64,1
2023,Texas,Xavier,2,3,83,71,1
2023,Connecticut,Gonzaga,4,3,82,54,1
2023,Florida Atlantic,Kansas St.,9,3,79,76,1
2023,Miami FL,Texas,5,2,88,81,1
2023,San Diego St.,Creighton,5,6,57,56,1
2023,Connecticut,Miami FL,4,5,72,59,1
2023,San Diego St.,Florida Atlantic,5,9,72,71,1
2023,Connecticut,San Diego St.,4,5,76,59,1
2024,Colorado St.,Virginia,10,10,67,42,1
2024,Wagner,Howard,16,16,71,68,1
2024,Colorado,Boise St.,10,10,60,53,1
2024,Grambling St.,Montana St.,16,16,88,81,1
2024,Arizona,Long Beach St.,2,15,85,65,1
2024,Creighton,Akron,3,14,77,60,1
2024,Dayton,Nevada,7,10,63,60,1
2024,Duquesne,BYU,11,6,71,67,1
2024,Gonzaga,McNeese St.,5,12,86,65,1
2024,Illinois,Morehead St.,3,14,85,69,1
2024,Iowa St.,South Dakota St.,2,15,82,65,1
2024,Kansas,Samford,4,13,93,89,1
2024,Michigan St.,Mississippi St.,9,8,69,51,1
2024,NC State,Texas Tech,11,6,80,67,1
2024,North Carolina,Wagner,1,16,90,62,1
2024,Oakland,Kentucky,14,3,80,76,1
2024,Oregon,South Carolina,11,6,87,73,1
2024,Tennessee,St. Peter's,2,15,83,49,1
2024,Texas,Colorado St.,7,10,56,44,1
2024,Washington St.,Drake,7,10,66,61,1
2024,Alabama,College of Charleston,4,13,109,96,1
2024,Baylor,Colgate,3,14,92,67,1
2024,Clemson,New Mexico,6,11,77,56,1
2024,Colorado,Florida,10,7,102,100,1
2024,Connecticut,Stetson,1,16,91,52,1
2024,Duke,Vermont,4,13,64,47,1
2024,Grand Canyon,St. Mary's,12,5,75,66,1
2024,Houston,Longwood,1,16,86,46,1
2024,James Madison,Wisconsin,12,5,72,61,1
2024,Marquette,Western Kentucky,2,15,87,69,1
2024,Northwestern,Florida Atlantic,9,8,77,65,1
2024,Purdue,Grambling St.,1,16,78,50,1
2024,San Diego St.,UAB,5,12,69,65,1
2024,Texas A&M,Nebraska,9,8,98,83,1
2024,Utah St.,TCU,8,9,88,72,1
2024,Yale,Auburn,13,4,78,76,1
2024,Arizona,Dayton,2,7,78,68,1
2024,Creighton,Oregon,3,11,86,73,1
2024,Gonzaga,Kansas,5,4,89,68,1
2024,Illinois,Duquesne,3,11,89,63,1
2024,Iowa St.,Washington St.,2,7,67,56,1
2024,NC State,Oakland,11,14,79,73,1
2024,North Carolina,Michigan St.,1,9,85,69,1
2024,Tennessee,Texas,2,7,62,58,1
2024,Alabama,Grand Canyon,4,12,72,61,1
2024,Clemson,Baylor,6,3,72,64,1
2024,Connecticut,Northwestern,1,9,75,58,1
2024,Duke,James Madison,4,12,93,55,1
2024,Houston,Texas A&M,1,9,100,95,1
2024,Marquette,Colorado,2,10,81,77,1
2024,Purdue,Utah St.,1,8,106,67,1
2024,San Diego St.,Yale,5,13,85,57,1
2024,Alabama,North Carolina,4,1,89,87,1
2024,Clemson,Arizona,6,2,77,72,1
2024,Connecticut,San Diego St.,1,5,82,52,1
2024,Illinois,Iowa St.,3,2,72,69,1
2024,Duke,Houston,4,1,54,51,1
2024,NC State,Marquette,11,2,67,58,1
2024,Purdue,Gonzaga,1,5,80,68,1
2024,Tennessee,Creighton,2,3,82,75,1
2024,Alabama,Clemson,4,6,89,82,1
2024,Connecticut,Illinois,1,3,77,52,1
2024,NC State,Duke,11,4,76,64,1
2024,Purdue,Tennessee,1,2,72,66,1
2024,Connecticut,Alabama,1,4,86,72,1
2024,Purdue,NC State,1,11,63,50,1
2024,Connecticut,Purdue,1,1,75,60,1
2025,Alabama St.,St. Francis PA,16,16,70,68,1
2025,North Carolina,San Diego St.,11,11,95,68,1
2025,Mount St. Mary's,American,16,16,83,72,1
2025,Xavier,Texas,11,11,86,80,1
2025,Arkansas,Kansas,10,7,79,72,1
2025,Auburn,Alabama St.,1,16,83,63,1
2025,BYU,VCU,6,11,80,71,1
2025,Creighton,Louisville,9,8,89,75,1
2025,Drake,Missouri,11,6,67,57,1
2025,Gonzaga,Georgia,8,9,89,68,1
2025,Houston,SIUE,1,16,78,40,1
2025,McNeese St.,Clemson,12,5,69,67,1
2025,Michigan,UC San Diego,5,12,68,65,1
2025,Purdue,High Point,4,13,75,63,1
2025,St. John's,Nebraska Omaha,2,15,83,53,1
2025,Tennessee,Wofford,2,15,77,62,1
2025,Texas A&M,Yale,4,13,80,71,1
2025,Texas Tech,UNC Wilmington,3,14,82,72,1
2025,UCLA,Utah St.,7,10,72,47,1
2025,Wisconsin,Montana,3,14,85,66,1
2025,Alabama,Robert Morris,2,15,90,81,1
2025,Arizona,Akron,4,13,93,65,1
2025,Baylor,Mississippi St.,9,8,75,72,1
2025,Colorado St.,Memphis,12,5,78,70,1
2025,Connecticut,Oklahoma,8,9,67,59,1
2025,Duke,Mount St. Mary's,1,16,93,49,1
2025,Florida,Norfolk St.,1,16,95,69,1
2025,Illinois,Xavier,6,11,86,73,1
2025,Iowa St.,Lipscomb,3,14,82,55,1
2025,Kentucky,Troy,3,14,76,57,1
2025,Maryland,Grand Canyon,4,13,81,49,1
2025,Michigan St.,Bryant,2,15,87,62,1
2025,Mississippi,North Carolina,6,11,71,64,1
2025,New Mexico,Marquette,10,7,75,66,1
2025,Oregon,Liberty,5,12,81,52,1
2025,St. Mary's,Vanderbilt,7,10,59,56,1
2025,Arkansas,St. John's,10,2,75,66,1
2025,Auburn,Creighton,1,9,82,70,1
2025,BYU,Wisconsin,6,3,91,89,1
2025,Houston,Gonzaga,1,8,81,76,1
2025,Michigan,Texas A&M,5,4,91,79,1
2025,Purdue,McNeese St.,4,12,76,62,1
2025,Tennessee,UCLA,2,7,67,58,1
2025,Texas Tech,Drake,3,11,77,64,1
2025,Alabama,St. Mary's,2,7,80,66,1
2025,Arizona,Oregon,4,5,87,83,1
2025,Duke,Baylor,1,9,89,66,1
2025,Florida,Connecticut,1,8,77,75,1
2025,Kentucky,Illinois,3,6,84,75,1
2025,Maryland,Colorado St.,4,12,72,71,1
2025,Michigan St.,New Mexico,2,10,71,63,1
2025,Mississippi,Iowa St.,6,3,91,78,1
2025,Alabama,BYU,2,6,113,88,1
2025,Duke,Arizona,1,4,100,93,1
2025,Florida,Maryland,1,4,87,71,1
2025,Texas Tech,Arkansas,3,10,85,83,1
2025,Auburn,Michigan,1,5,78,65,1
2025,Houston,Purdue,1,4,62,60,1
2025,Michigan St.,Mississippi,2,6,73,70,1
2025,Tennessee,Kentucky,2,3,78,65,1
2025,Duke,Alabama,1,2,85,65,1
2025,Florida,Texas Tech,1,3,84,79,1
2025,Auburn,Michigan St.,1,2,70,64,1
2025,Houston,Tennessee,1,2,69,50,1
2025,Florida,Auburn,1,1,79,73,1
2025,Houston,Duke,1,1,70,67,1
2025,Florida,Houston,1,1,65,63,1
